Pre-Prod No.;Client;Description;Date Sent on Proof;Proof Approved (Digital);Size of Eyemark;Artwork Received;Revised Artwork After Trialling;comments;
19382;AVROY SHLAIN;Pure Aloe Vera & Vitamin E H/Cream 100ml;12.03.24;12.03.2024;8X3;27.02.2024;;;
19393;Willow Soaps (Pty) LTD;Legendary Facial Exfoliator 100ml;12.03.24;25.03.2024;8X3;03.06.2024;;;
19377;Alco Manufacturers (Pty) LTD;Blow-Dry Lotion 10-in-1 150ml;12.03.24;28.03.2024;8X3;04.03.2024;;;
19378;AVROY SHLAIN;Awakening Luxury Hand & Body Lotion 150ml;13.03.24;22.03.2024;8X3;28.02.2024;;;
19379;AVROY SHLAIN;Coppelia Luxury Hand & Body Lotion 150ml;13.03.24;18.03.2024;8X3;28.02.2024;;;
19380;AVROY SHLAIN;Coppelia Intense Lux Hand & Body Lotion 150ml;13.03.24;18.03.2024;8X3;28.02.2024;;;
19381;AVROY SHLAIN;JS Luxury Hand & Body Lotion 150ml;13.03.24;18.03.2024;8X3;25.01.2024;;;
19385;AVROY SHLAIN;After Midnight Hand & Body lotion 150ml;13.03.24;18.03.2024;8X3;07.03.2024;;;
19386;AVROY SHLAIN;Endangered For Her Lux Hand & Body 150ml;13.03.24;;8X3;28.02.2024;;;
19387;AVROY SHLAIN;Endangered Paradise for Her Hand & Body 150ml;13.03.24;;8X3;25.01.2024;;;
19388;AVROY SHLAIN;Perfect Luxury  Hand & Body 150ml;13.03.24;;8X3;25.01.2024;;;
19389;AVROY SHLAIN;Pink Diamond Luxury Hand & Body 150ml;13.03.24;;8X3;29.02.2024;;;
19390;AVROY SHLAIN;Red For Her Hand & Body 150ml;13.03.24;;8X3;25.01.2024;;;
19391;AVROY SHLAIN;The Moment Hand & Body 150ml;13.03.24;;8X3;25.01.2024;;;
19365;Dandelion Distributors;No Grow Female Facial Gel 90ml;18.08.24;25.03.2024;8X3;21.02.2024;;;
19366;Dandelion Distributors;No Grow Male Beard 90ml;18.08.24;25.03.2024;8X3;21.02.2024;;;
19367;Dandelion Distributors;No Grow Male Body 90ml;18.08.24;25.03.2024;8X3;21.02.2024;;;
19412;Mentholatum;Eskamel 20g;18.03.24;19.03.2024;8X3;27.02.2024;;;
19418;Canway;Dr Sole Rough Skin Foot Scrub 100ml;19.03.24;22.04.2024;8X3;08.03.2024;;;
19427;Nutriwoman;HG Hair Removal Cream - Bikini & Underarm -125ml;26.03.24;27.03.2024;8X3;19.03.2024;;;
19428;Nutriwoman;HG Ingrown Hair Serum 50ml;26.03.24;27.03.2024;8X3;19.03.2024;;;
19429;Nutriwoman;HG Hair Removal Cream - Legs , Arms & Body;26.03.24;27.03.2024;8X3;19.03.2024;;;
19437;Saradox;Bee Natural Foot Cream 100ml;28.03.24;02.04.2024;8X3;18.03.2024;;;
19438;Saradox;GS Nature Nuture Purifying Gel Wash 150ml;15.04.24;15.04.2024;8X3;13.04.2024;13.04.2024;Customer revised artwork after trialling;
19439;Saradox;GS Bee Natural Cream Cleanser 150ml;15.04.24;15.04.2024;8X3;13.04.2024;13.04.2024;Customer revised artwork after trialling;
19440;Saradox;Good Stuff ECR Cream Cleanser 150ml;28.03.24;02.04.2024;8X3;19.03.2024;;;
19442;Innovative Cosmetic Solutions;Colours Limited Hand and Nail Lotion - 75ml;02.04.24;04.04.2024;8X3;19.03.2024;;;
19443;Innovative Cosmetic Solutions;Colours Limited Tissue Oil - Skin Brightening Cream - 50ml;02.04.24;09.04.2024;8X3;19.03.2024;;;
19445;Miller Methods;Spotless SPF50 75ml;09.04.24;10.07.2024;8X3;27.03.2024;;;
19446;Miller Methods;Brighten Face Cream 75ml;09.04.24;10.07.2024;8X3;27.03.2024;;;
19447;Miller Methods;Brighten SPF50 100ml;09.04.24;10.07.2024;8X3;27.03.2024;;;
19448;Miller Methods;Ageless SPF50 100ml;09.04.24;10.07.2024;8X3;27.03.2024;;;
19449;Miller Methods;Spotless SPF50 100ml;09.04.24;10.07.2024;8X3;27.03.2024;;;
19461;Botle Buhle;Puer Joy Intense Corn & Callus Cream 75ml;10.04.24;11.04.2024;8X3;04.04.2024;;;
19473;Modhomco;Viburgel 15ml;17.04.24;03.05.2024;8X3;10.04.2024;;;
19475;Umgalelo Products;Day Cream 50ml  ;17.04.24;19.04.2024;8X3;12.04.2024;;;
19466;Mom Bod;Mum Bod Nipple Cream 30ml;18.04.24;03.05.2024;8X3;08.04.2024;;;
19488;Saradox;G/Stuff Spa Crème Coconut & Vitamin E 60ml;18.04.24;22.04.2024;8X3;28.03.2024;;;
19484;A White Natural Products;Teething Gel 15ml;13.05.24;13.05.2024;8X3;13.05.2024;13.05.2024;artwork revised after trial;
19485;A White Natural Products;Teething Gel 15ml;23.04.24;24.06.2024;8X3;04.04.2024;;;
19486;A White Natural Products;Teething Gel 15ml;23.04.24;17.07.2024;8X3;04.04.2024;;;
19494;WB Cosmetics (PTY) LTD;Willem Botha Skin Ultimate Cleanser 150ml;26.04.24;26.04.2024;8X3;26.04.2024;;;
19456;Dakota Diagnostics;Capsicum Cream 100ml;26.04.24;29.04.2024;8X3;05.04.2024;;;
19496;Willow Soaps (Pty) LTD;Legendary Facial Moisturising Cream 100ml;17.05.53;28.05.2024;8X3;29.04.2024;;;
19504;Dr Moosa Desai;Dr Dee's Strong Blemish Night Treatment 30ml;29.04.24;22.05.2024;8X3;08.04.2024;;;
19497;Idexis;42.5g Pre-Meno;29.04.24;03.05.2024;8X3;22.04.2024;;;
19510;Canway;OSH Peach Squeeze 45ml;02.05.24;02.05.2024;8X3;29.04.2024;;;
19509;Zinplex;Anti Chafe Cream 100ml;02.05.24;02.05.2024;8X3;18.04.2024;;;
19512;Innovative Cosmetic Solutions;Truth Men Anti-Wrinkle Night Cream 50ml;02.05.24;13.05.2024;8X3;29.04.2024;;;
19513;Innovative Cosmetic Solutions;Truth Men Anti-Wrinkle Day Cream 50ml;02.05.24;13.05.2024;8X3;29.04.2024;;;
19514;Innovative Cosmetic Solutions;Truth Men Rejuvenating Eye Cream 30ml;02.05.24;14.05.1900;8X3;29.04.2024;;;
19325;Edelweiss;Phyto Fade moisturising Cream 50ml;03.05.24;07.05.2024;8X3;02.05.2024;;;
19492;Rain Africa;Tube 40x120/10 ABL Silver with eyemark;07.05.24;16.05.2024;8X3;07.05.2024;;;
19519;Bio Earth Man.;Cera Osteo-Arthritis 100ml;07.05.24;09.05.2024;8X3;30.04.2024;;;
19515;Aloe Ferox;Aloe Ferox Wrinkle Less Cream 50ml;08.05.24;09.05.2024;8X3;30.04.2024;;;
19524;Innovative Cosmetic Solutions;Truth Men Face Moisturiser 50ml;08.05.24;09.05.2024;8X3;03.05.2024;;;
19540;Comafrica Marketing;Crez Hand & Body Cream Cocoa Butter 150ml;14.05.24;23.05.2024;8X3;07.05.2024;;;
19541;Comafrica Marketing;Crez Hand & Body Cream Shea Butter 150ml;14.05.24;23.05.2024;8X3;07.05.2024;;;
19542;Comafrica Marketing;Crez Hand & Body Cream Strawberry 150ml;14.05.24;23.05.2024;8X3;07.05.2024;;;
19543;Comafrica Marketing;Crez Hand & Body Cream Tissue Oil 150ml;14.05.24;23.05.2024;8X3;07.05.2024;;;
19538;Bio Earth Man.;Victoria Falls Sunscreen15ml;14.05.24;15.05.2024;8X3;07.05.2024;;;
19539;Bio Earth Man.;Victoria Falls Insect Repellant 15ml;14.05.24;15.05.2024;8X3;07.05.2024;;;
19546;AVROY SHLAIN;Avroy Shlain Radiance Spot Corrector 20ml;14.05.24;15.05.2024;8X3;23.04.2024;;;
19550;AVROY SHLAIN;Pure Milk Honey & Vitamin E H/Crm 100ml;15.05.24;15.05.2024;8X3;02.05.2024;;;
19552;Pharma Express;Xylitol Toothpaste 75ml;15.05.24;15.05.2024;8X3;07.05.2024;;;
19490;Import Export Licence;Eva Glo Toothpaste 100ml;03.06.24;04.06.2024;8X3;03.06.2024;03.06.2024;customer revised the artwork after trial;
19534;Silverlab;EU Gel Skin Support Gel 120ml;21.05.24;28.05.2024;8X3;03.05.2024;;;
19536;Silverlab;EU Skin Support Cream 120ml;21.05.24;29.05.2024;8X3;03.05.2024;;;
19533;Silverlab;EU Gel Skin Support Gel 75ml;21.05.24;28.05.2024;8X3;03.05.2024;;;
19535;Silverlab;EU Skin Support Cream 75ml;21.05.24;28.05.2024;8X3;03.05.2024;;;
19526;Mosaic;WW Carbon Shower Gel 75ml;22.05.24;03.06.2024;8X3;17.05.2024;;;
19529;Mosaic;WW Noir Shower Gel 75ml;22.05.24;03.06.2024;8X3;17.05.2024;;;
19530;Strategic Logistics;Regima Zone Sensorial Daily Protector 50ml 4/9/24Order cancelled;23.05.24;23.05.2024;8X3;06.03.2024;;;
19553;Aerosol & Cosm.;WW Warm Almond Wash 60ml;24.05.24;03.06.2024;8X3;13.05.2024;;;
19554;Aerosol & Cosm.;WW Pomegranate Body Wash 60ml;24.05.24;03.06.2024;8X3;13.05.2024;;;
19555;Aerosol & Cosm.;Longmarket Hand Cream Walm Almond 30ml;24.05.24;28.05.2024;8X3;13.05.2024;;;
19556;Aerosol & Cosm.;Longmarket Hand Cream Pomegranate 30ml;24.05.24;03.06.2024;8X3;13.05.2024;;;
19570;Aerosol & Cosm.;Longmarket Hand Cream Peony & Honey 30ml;24.05.24;28.05.2024;8X3;13.05.2024;;;
19571;Aerosol & Cosm.;Longmarket English Lavender Wash 100ml;24.05.24;03.06.2024;8X3;22.05.2024;;;
19569;WBMED (PTY) Ltd;EU Basix Skin Defence Cream with Kigelia Africana ;27.05.24;27.05.2024;8X3;21.05.2024;;;
19584;Brunational;Clear Skin Salicylic Acid Cleanser 150ml;28.05.24;28.05.2024;8X3;17.05.2024;;;
19559;Dead Sea Secrets;Dead Secrets 50g Cream;28.05.24;06.10.2024;8X3;27.05.2024;;;
19525;Mosaic;WW Oud Tobacco Body Wash 75ml;03.06.24;12.06.2024;8X3;30.05.2024;;;
19527;Mosaic;WW Bleu Shower Gel 75ml;03.06.24;12.06.2024;8X3;30.05.2024;;;
19528;Mosaic;WW Ultra Bleu Shower Gel 75ml;03.06.24;12.06.2024;8X3;30.05.2024;;;
19602;Saradox;GS Here We Glow Again Hand Cream 75ml;05.06.24;06.06.2024;8X3;28.05.2024;;;
19607;Saradox;GS Argan Oil & African Shea Butter 60ml;05.06.24;06.06.2024;8X3;30.05.2024;;;
19603;PD Pharma;E-Block Vitamin E Cream with Sunblock 50g;05.06.24;12.06.2024;8X3;28.05.2024;;;
19601;Justine;Justine Body Balance Naturally Even Tone Hand Cream 100ml;06.06.24;24.07.2024;8X3;02.05.2024;;;
19561;Ivida;Derma V RT 50g;11.06.24;18.06.2024;8X3;10.05.2024;;;
19628;PD Pharma;PD Pharm Pain Relief Gel 30g;11.06.24;12.06.2024;8X3;26.10.2023;;;
19617;Canway;OSH Bye Bye Stess Hand Cream Xmas 2024 30ml;12.06.24;13.06.2024;8X3;30.05.2024;;;
19618;Canway;OSH Moonlight Floral Hand Cream Xmas 2024 30ml;12.06.24;13.06.2024;8X3;30.05.2024;;;
19621;Canway;OSH Love Blooms Moisturising H&N Cream 65ml;12.06.24;14.06.2024;8X3;30.05.2024;;;
19622;Canway;OSH Heavenly Honey Nourishing 24Hr  Cream 65ml;12.06.24;14.06.2024;8X3;05.06.2024;;;
19620;Canway;OSH Lavender Luxury Moisturising H&N Cream 65ml;12.06.24;14.06.2024;8X3;30.05.2024;;;
19619;Canway;OSH Wrapped in Romance Hand Cream 65ml;12.06.24;14.06.2024;8X3;30.05.2024;;;
19610;Innovative Cosmetic Solutions;Clicks Always Precious Hand & Body Lotion 50ml;22.08.24;26.08.2024;8X3;22.08.2024;22.08.2024;Customer revised artwork after trial;
19611;Innovative Cosmetic Solutions;Clicks Perfectly Pink Hand & Body Lotion 50ml;13.06.24;13.06.2024;8X3;12.06.2024;;;
19612;Innovative Cosmetic Solutions;Clicks Amber Glow Hand & Body Lotion 50ml;22.08.24;26.08.2024;8X3;22.08.2024;22.08.2024;Customer revised artwork after trial;
19626;Canway;Source Root of Nature Botanic Blooms Hand Cream 65ml;12.06.24;14.06.2024;8X3;30.05.2024;;;
19625;Canway;Source Root of Nature Botanic Blooms Body Lotion 140ml;12.06.24;14.06.2024;8X3;30.05.2024;;;
19624;Canway;Source Root of Nature Botanic Blooms Body Wash 140ml;12.06.24;14.06.2024;8X3;30.05.2024;;;
19623;Canway;OSH Bye Bye Stress Hand Cream 65ml;12.06.24;14.06.2024;8X3;30.05.2024;;;
19633;AVROY SHLAIN;Redd For Her Whipped Body Cream 150ml;20.06.24;16.07.2024;8X3;27.05.2024;;;
19634;AVROY SHLAIN;Coppelia Whipped Body Cream 150ml;20.06.24;16.07.2024;8X3;27.05.2024;;;
19627;GNI;Dischem Medic Lubricating Jelly 100ml;21.06.24;02.07.2024;8X3;22.04.2024;;;
19587;Umgalelo Products;Umgalelo Toothpaste 100ml;02.07.24;03.07.2024;8X3;18.06.2024;;;
19684;Creighton Prod.;Bondi Blue SPF50 Light Anti- Aging Face Cream 100ml;03.07.24;04.07.2024;8X3;13.06.2024;;;
19685;Proficos;No Grow Female Body Gel 60ml;03.07.24;08.07.2024;8X3;28.02.2024;;;
19686;Proficos;No Grow Female Intimate Area Gel 90ml;03.07.24;08.07.2024;8X3;28.02.2024;;;
19664;Babylonstoren;Waterblommetjie Hand Cream 100ml;05.07.24;08.07.2024;8X3;19.06.2024;;;
19665;Babylonstoren;Sitrusboord Hand Cream 100ml;05.07.24;08.07.2024;8X3;19.06.2024;;;
19666;Babylonstoren;Somertuin Hand Cream 100ml;05.07.24;08.07.2024;8X3;19.06.2024;;;
19667;Babylonstoren;Heuningbos Hand Cream 100ml;05.07.24;08.07.2024;8X3;19.06.2024;;;
19668;Babylonstoren;Fynbos Hand Cream 100ml;05.07.24;08.07.2024;8X3;19.06.2024;;;
19669;Babylonstoren;Bergbries Hand Cream 100ml;05.07.24;08.07.2024;8X3;19.06.2024;;;
19712;Innovative Cosmetic Solutions;Colours Limited Tissue Oil - Skin Brightening Cream 50ml;08.07.24;11.07.2024;8X3;01.07.2024;;;
19713;Innovative Cosmetic Solutions;Colours Limited - Hand and Nail Lotion 75ml;08.07.24;11.07.2024;8X3;01.07.2024;;;
19724;Botle Buhle;Puer Care Lemon Nourishing Hand Cream 50ml;10.07.24;11.07.2024;8X3;10.07.2024;;;
19698;Canscience;Rayon Gel 30ml;15.07.24;16.07.2024;8X3;10.07.2024;;;
19650;Umgalelo Products;Umgalelo Intimate Wash 150ml;16.07.24;18.07.2024;8X3;26.06.2024;;;
19736;The Concord Group;Medix Sun Sport Sun Protective Lotion SPF50 125ml;16.07.24;18.07.2024;8X3;10.07.2024;;;
19748;SH'ZEN;Sh'zen Skin Insurance For Kids 50ml;22.07.24;26.07.2024;8X3;11.07.2024;;;
19778;African Botanics;Boabab Clay Oxygenating Cleanser 20ml ITW 19772;25.07.24;25.07.2024;8X3;12.07.2024;;;
19755;Ivida;Derma V RT Gel 20g;29.07.24;07.08.2024;8X3;09.07.2024;;;
19743;Modhomco;Ichto Vet Crème 100ml - Matt Laq.;29.07.24;29.07.2024;8X3;16.07.2024;;;
19744;Modhomco;Ichto Vet Gel100ml - Matt Laq.;07.08.24;07.08.2024;8X3;07.08.2024;07.08.2024;Customer realised they used wrong barcode on artwork and revised barcode;
19767;Saradox;G/Stuff Bee Natural Hand Cream (Gifting) 60ml;29.07.24;02.08.2024;8X3;18.07.2024;;;
19768;Saradox;G/Stuff Here We Glow Again Hand Cream (Gifting) 60ml;29.07.24;02.08.2024;8X3;18.07.2024;;;
19776;Saradox;G/Stuff Nourish and Flourish Hand Cream (Gifting) 60ml;29.07.24;02.08.2024;8X3;18.07.2024;;;
19777;Saradox;G/Stuff Rock n Rooibos Hand Cream (Gifting) 60ml;29.07.24;02.08.2024;8X3;18.07.2024;;;
19766;Heal Spa;Ronnie Rhino Sunscreen 100ml;29.07.24;30.07.2024;8X3;23.07.2024;;;
19765;Silverlab;Silverlabs Intensive Skin Rescue Cream 75ml;27.08.25;29.08.2025;8X3;27.08.2025;27.08.2025;customer changed artwork after trial.;
19760;Epy Derm;"Epy Derm 'G"" 100ml";30.07.24;20.08.2024;8X3;12.07.2024;;;
19761;Epy Derm;Intensive Moisturiser Face Cream 100ml;30.07.24;20.08.2024;8X3;12.07.2024;;;
19575;Bella Baci;Nourished Mama 15ml;22.07.24;06.08.2024;8X3;24.06.2024;;;
19576;Bella Baci;Multi Vitamin Mojo 15ml;16.09.24;16.09.2024;8X3;11.09.2024;11.09.2024;customer revised artwork after trial;
19577;Bella Baci;Genie Bye Bye Blues 15ml;16.09.24;16.09.2024;8X3;11.09.2024;11.09.2024;customer revised artwork after trial;
19578;Bella Baci;Stress No More 15ml;16.09.24;16.09.2024;8X3;11.09.2024;11.09.2024;customer revised artwork after trial;
19579;Bella Baci;Skin Get a Life 15ml;16.09.24;16.09.2024;8X3;11.09.2024;11.09.2024;customer revised artwork after trial;
19580;Bella Baci;Natural SOS Ointment 15ml;16.09.24;16.09.2024;8X3;11.09.2024;11.09.2024;customer revised artwork after trial;
19581;Bella Baci;Cellulite Be Gone 15ml;16.09.24;16.09.2024;8X3;11.09.2024;11.09.2024;customer revised artwork after trial;
19582;Bella Baci;Genie Hello Body Machanic 15ml;16.09.24;16.09.2024;8X3;11.09.2024;11.09.2024;customer revised artwork after trial;
19583;Bella Baci;Circu Flow 15ml;16.09.24;30.09.2024;8X3;11.09.2024;11.09.2024;customer revised artwork after trial;
19788;The Lash Collection;Lash & Brow Cleanser 50ml;07.08.24;08.08.2024;8X3;29.07.2024;;;
19797;Dr Moosa Desai;Dr D Acne Day Cream 50ml;07.08.24;21.08.2024;8X3;25.07.2024;;;
19811;Saradox;GS Bee Natural Wild Honey Sh/Butter & Van. Yoghurt 75ml;07.08.24;08.08.2024;8X3;02.08.2024;;;
19812;Saradox;GS In Good Hands R/Bos Vit E & Lemongrass - 75ml;07.08.24;08.08.2024;8X3;02.08.2024;;;
19779;SH'ZEN;Sh'zen Intuition Luxury Hand Cream 30ml;07.08.24;08.08.2024;8X3;17.07.2024;;;
19780;SH'ZEN;Sh'zen Silhouette Luxury Hand Cream 30ml;07.08.24;08.08.2024;8X3;17.07.2024;;;
19781;SH'ZEN;Sh'zen Happi Luxury Hand Cream 30ml;07.08.24;08.08.2024;8X3;17.07.2024;;;
19827;Nutriwoman;HG Hair Removal Cream Regular - 125ml;12.08.24;12.08.2024;8X3;05.08.2024;;;
19828;Nutriwoman;HG Hair Removal Cream Sensitive Skin125ml;12.08.24;12.08.2024;8X3;05.08.2024;;;
19829;Nutriwoman;HG Hair Removal Cream Sensitive Skin 50ml;12.08.24;12.08.2024;8X3;05.08.2024;;;
19834;Mizosys;Eden Perfumes Luxurious Hand Lotion 75ml;19.08.24;20.08.2024;8X3;19.08.2024;19.08.2024;Customer made adjustment to artwork after trial;
19815;Aloe Ferox;Aloe Ferox AM Aloe Gel 75ml;13.08.24;16.08.2024;8X3;02.08.2024;;;
19816;Aloe Ferox;Aloe Ferox Bitter Balm 50ml;13.08.24;16.08.2024;8X3;02.08.2024;;;
19817;Aloe Ferox;Aloe Ferox Enriched Night Cream 50ml;13.08.24;16.08.2024;8X3;02.08.2024;;;
19818;Aloe Ferox;Aloe Ferox Hand Cream 75ml;13.08.24;16.08.2024;8X3;02.08.2024;;;
19819;Aloe Ferox;Aloe Ferox Hand Cream 150ml;13.08.24;16.08.2024;8X3;02.08.2024;;;
19820;Aloe Ferox;Aloe Ferox Neck Cream 50ml;13.08.24;16.08.2024;8X3;02.08.2024;;;
19821;Aloe Ferox;Aloe Ferox Refining Scrub 50ml;13.08.24;16.08.2024;8X3;02.08.2024;;;
19822;Aloe Ferox;Aloe Ferox Spotless 50ml;13.08.24;16.08.2024;8X3;02.08.2024;;;
19845;Umgalelo Products;Umgalelo Toothpaste 100ml;19.08.24;22.08.2024;8X3;08.12.2024;;;
19847;Saradox;GS Here We Glow Again Hand Cream 75ml;19.08.24;21.08.2024;8X3;14.08.2024;;;
19848;Saradox;GS Nature Nurture Exfoliating Scrub 150ml;19.08.24;20.08.2024;8X3;14.08.2024;;;
19841;Kool a Chem;Flatdog Bodyguard 150ml;20.08.24;23.08.2024;8X3;08.08.2024;;;
19866;Innovative Cosmetic Solutions;L.A. Lab Eye Cream 30ml;22.08.24;23.08.2024;8X3;14.08.2024;;;
19867;Innovative Cosmetic Solutions;L.A. Lab Daily Face Moisturiser 50ml;22.08.24;23.08.2024;8X3;14.08.2024;;;
19868;Innovative Cosmetic Solutions;L.A. Lab Radiance Face Wash 100ml;22.08.24;23.08.2024;8X3;14.08.2024;;;
19874;Cape Family Chem;Capsaicin 30ml;27.08.24;03.09.2024;8X3;15.08.2024;;;
19861;A White Natural Products;Teething Gel 15ml;27.08.24;04.10.2024;8X3;15.08.2024;;;
19893;Canway;OSH Floral Fantasy 45ml;27.08.24;22.01.2025;8X3;23.08.2024;;;
19878;Saradox;Bee Natural Foot Cream 100ml;09.09.24;09.09.2024;8X3;09.09.2024;09.09.2024;Customer made adjustment to artwork after trial;
19720;Oske Wellness;Aqua Lubricant 75ml;05.09.24;13.09.2024;8X3;02.09.2024;;;
19925;Ivida;Derma V RT Gel 20g;20.09.24;26.09.2024;8X3;16.09.2024;;;
19932;Saradox;GS Bee Natural Cream Cleanser 150ml;20.09.24;26.09.2024;8X3;17.09.2024;;;
19931;The Pexel House (Pty) Ltd;Unforgettable Scent Pink  Hand & Nail 100ml;20.09.24;30.09.2024;8X3;12.09.2024;;;
19930;The Pexel House (Pty) Ltd;Unforgettable Scent Black Hand & Nail 100ml;25.09.24;30.09.2024;8X3;12.09.2024;;;
19941;Benwic Investments;Ackermans Hydrating Hand Cream 50ml;15.10.24;15.10.2024;8X3;15.10.2024;15.10.2024;Cusotmer revised colour of artwork after trial;
19942;Benwic Investments;Ackermans Rejuvenating Hand Cream 50ml;26.09.24;01.10.2024;8X3;13.09.2024;;;
19946;Sibhale Skin Solutions;Portia M Marula Oil SPF 50 Sunscreen Lotion 100ml;30.09.24;01.10.2024;8X3;20.09.2024;;;
19947;Sibhale Skin Solutions;Portia M Pomegranate Oil SPF50 Sunscreen 100ml;30.09.24;01.10.2024;8X3;20.09.2024;;;
19934;Dr.Moosa Desai;Dr D Day Cream 30ml;01.10.2024;07.10.2024;8X3;19.09.2024;;;
19935;Dr.Moosa Desai;Dr D Night Cream 30ml;01.10.2024;07.10.2024;8X3;19.09.2024;;;
19936;Dr.Moosa Desai;Dr D  Skin Brighterner Cream 30ml;01.10.2024;07.10.2024;8X3;19.09.2024;;;
19937;Dr.Moosa Desai;Dr D Strong Acne Night Cream 30ml;01.10.2024;07.10.2024;8X3;19.09.2024;;;
19938;Dr.Moosa Desai;Dr D Acne Day Cream 30ml;01.10.2024;07.10.2024;8X3;19.09.2024;;;
19939;Dr.Moosa Desai;Dr D Blemish Night Cream 30ml;01.10.2024;07.10.2024;8X3;19.09.2024;;;
19949;Dr.Moosa Desai;Dr D Strong Blemish Night Cream 30ml;01.10.2024;07.10.2024;8X3;19.09.2024;;;
19982;Saradox;GS Bee Natural Wild Honey Sh/Butter & Van. Yoghurt 75ml;04.10.2024;07.10.2024;8X3;27.09.2024;;;
19983;Proficos;No Grow Female  Facial - 90ml;23.10.24;23.10.2024;8X3;23.10.2024;23.10.2024;Length Revised after trial;
19984;Proficos;No Grow Male Beard 90ml;23.10.24;23.10.2024;8X3;23.10.2024;23.10.2024;Length Revised after trial;
19986;Aloe Ferox;Aloe Ferox Mature 50ml;07.10.24;14.10.2024;8X3;26.09.2024;;;
19987;Aloe Ferox;Aloe Ferox Moisturizing Mask  50ml;07.10.24;14.10.2024;8X3;26.09.2024;;;
19988;Aloe Ferox;Aloe Ferox Timeless Range Flawless 50ml;07.10.24;14.10.2024;8X3;26.09.2024;;;
19989;Aloe Ferox;Aloe Ferox Moisturizer 150ml;07.10.24;14.10.2024;8X3;26.09.2024;;;
19990;Aloe Ferox;Aloe Ferox Muscle Gel 75ml;07.10.24;14.10.2024;8X3;26.09.2024;;;
20000;Saradox;GS Nourish & Flourish Hand Cream 75ml;08.10.24;09.10.2024;8X3;27.09.2024;;;
19862;A White Natural Products;Teething Gel 15ml;08.10.24;18.10.2024;8X3;15.08.2024;;;
20002;CW Pharmaceuticals;Pharma Sun SPF50 Rejuvenating Facial Lotion 100ml;15.10.24;21.10.2024;8X3;07.10.2024;;;
20008;Nativa;ActiveEze Warming Gel 75ml;15.10.24;16.10.2024;8X3;25.09.2024;;;
20003;Parceval Pharmaceuticals;Vitaforce Arnica Masage Gel 15ml;15.10.24;17.10.2024;8X3;08.10.2024;;;
20005;Parceval Pharmaceuticals;Vita Skin Lotion 150ml;15.10.24;15.10.2024;8X3;08.10.2024;;;
19996;Catwalk;Wintergreen Warm Up Ultra - 75ml;15.10.24;16.10.2024;8X3;03.10.2024;;;
19997;Catwalk;Wintergreen Friction Barrier Cream - 75ml;15.10.24;16.10.2024;8X3;03.10.2024;;;
19998;Catwalk;Wintergreen Menthol Hot Gel - 75ml;15.10.24;16.10.2024;8X3;03.10.2024;;;
19999;Catwalk;Wintergreen Pain Relief Cream - 75ml;15.10.24;16.10.2024;8X3;03.10.2024;;;
19977;Yen Herbal Health;Yenn CBD Pain Relief Cream 60ml;16.10.24;17.10.2024;8X3;30.09.2024;;;
19978;Yen Herbal Health;Yenn Cayenne Herbal Pain Relief 60ml;16.10.24;17.10.2024;8X3;30.09.2024;;;
19979;Yen Herbal Health;Yenn Magnesium Herbal Pain Relief 60ml;16.10.24;17.10.2024;8X3;30.09.2024;;;
20015;Sibhale Skin Solutions;Pomegranate Face Wash 150ml;17.10.24;24.10.2024;8X3;14.10.2024;;;
20019;Saradox;GS Rock n Rooibos Hand Cream 75ml;23.10.24;23.10.2024;8X3;09.10.2024;;;
20020;Saradox;GS Nature Nurture Purifying Gel Wash 150ml;22.10.24;23.10.2024;8X3;11.10.2024;;;
20021;Saradox;GS Here We Glow Again Hand Cream 75ml;23.10.24;23.10.2024;8X3;11.10.2024;;;
20022;Saradox;GS ECR Hand & Nail 75ml;23.10.24;23.10.2024;8X3;14.10.2024;;;
20023;Saradox;GS Spa Crème Coconut & Vitamin E 60ml;22.10.24;23.10.2024;8X3;16.10.2024;;;
20024;Saradox;GS Spa Oil & African Shea Butter 60ml;22.10.24;23.10.2024;8X3;16.10.2024;;;
19672;Import Export Licence;Eva Glo Kids Toothpaste 75ml;25.10.24;30.10.2024;8X3;22.10.2024;;;
20029;Centre Packaging (PTY)Ltd;Zoko Radiant Skin Rejuvenation Face Cream 50ml;29.10.24;06.11.2024;8X3;03.10.2024;;;
19863;A White Natural Products;Teething Gel 15ml;31.10.24;11.11.2024;8X3;31.10.2024;;;
20031;Creighton Prod.;Calming Hand Lotion 60ml;31.10.24;01.11.2024;8X3;23.10.2024;;;
20032;Creighton Prod.;Cool & Active Hand Lotion 60ml;31.10.24;01.11.2024;8X3;23.10.2024;;;
20033;Creighton Prod.;Energising Hand Lotion 60ml;31.10.24;01.11.2024;8X3;23.10.2024;;;
20034;Creighton Prod.;Nourishing Hand Lotion 60ml;31.10.24;01.11.2024;8X3;23.10.2024;;;
20038;Parceval Pharmaceuticals;Chela Preg 150ml;31.10.24;05.11.2024;8X3;04.10.2024;;;
20036;Concord Food And Drug Distributors;Medix Tissue Oil Cream 100ml;08.11.24;11.11.2024;8X3;08.11.2024;08.11.2024;Barcode adjusted after trial to ensure better scan;
20041;Aloe Ferox;Aloe Ferox Sun Care Lotion 150ml;05.11.24;06.11.2024;8X3;05.11.2024;;;
20042;Aloe Ferox;Aloe Ferox Hand & Body Lotion 150ml;05.11.24;06.11.2024;8X3;05.11.2024;;;
