UPDATE DR,,,,,,,,OWNERSHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDENTIFICATION DETAILS,,,,,,,,,,,Skye,122 owned moulds came over from Skye….,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNERSHIP,,,,,,,,,,DATES,,,,PRODUCTION DETAILS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MouldNumber,Mould Number (Inserts),Mould Number (Inserts 2),FAR,Asset QR code,Discontinuation Number,Location,skye catalogue stds,Mould Index,Mould Code,Mould Number on Mould,Drawing No.,2nd Drawing No.,3rd Drawing No.,Mould Description,2nd Mould Description,Cavities,Linked Mould,Material,Weight G,Packaging,Preferred Machine,Manuf. Process,Manf. Shape,Shape,Business Line,Start Year (A),Mould Source 1,Mould Source 2,Date Mould Ordered,Amort,Comp,FAR Historical Cost,Historical Mould Cost as per Other on File,Historical Cost Extrapolated,Years Until 'Now',Estimated 'Now' Cost,Mould Cost - actual,Mould Cost Current,Mould Type Code,DL Mould  cost - material,DL Mould cost - labour,DL Mould cost - total,Current Age (Years),Usefull Life (A),Value Categories,Say Current Replacment Value (A),Location+K:AK,Status (B),Owner 1,NO OF MOULDS,Mould Family (Parent WC #),Notes on Mould Family,Other Specific Mould Notes,Owner 2,Date of Mould Order or Acquisition from?,Cost of Mould @ time of mould order,Additional Costs for Mould Mods,Notes on Ownership,Ammort. % @ 11/05/22,Exclusivity,Notes on Exclusivity,Custom / Standard,Main / Only Customer,Start Date,Notes on Start Date,Last production Date,Date No Longer Active,Shots Capability,Longevity' - High / Medium / Low,Notes on 'Longevity',Mould Condition - Good / Average / Poor,Date of Assessment of Condition,Total Units Since 2015,Total Shots,Date of 1st shot,Year,Earliest Start Date,2023/06/07,Years From Earliest Date,Years for Shot Data,Shots per Year,Shots per Month,Estimated Lifetime Shots,Years Remaining,Estimated Useful Life,Year Now,2025,Cost escalation %,"5,0%",FAR Start Date,FAR Start > DB Start (Years),FAR Start Year,#N/A,FAR Value vs. DB Value,Mould Class,Historical Cost Extra,Residual Value,Year Start,Default Useful Life,Default End of Life,Default Years of Dep,Default Accum Dep,Default NBV,Year of Default NBV,Extend #1,New Useful Life,New End of Life,Years of Dep,Accum Dep,Extend #1 NBV,Year of Extend #1 NBV,Extend #2,New Useful Life,New End of Life,Years of Dep,Accum Dep,Extend #2 NBV,Year of Extend #2 NBV,Extend #3,New Useful Life,New End of Life,Years of Dep,Accum Dep,Extend #3 NBV,Year of Extend #3 NBV,Extend #4,New Useful Life,New End of Life,Years of Dep,Accum Dep,Extend #4 NBV,Year of Extend #4 NBV,Extend #5,New Useful Life,New End of Life,Years of Dep,Accum Dep,Extend #5 NBV,Year of Extend #5 NBV,Extend #6,New Useful Life,New End of Life,Years of Dep,Accum Dep,Extend #6 NBV,Year of Extend #6 NBV,Extend #7,New Useful Life,New End of Life,Years of Dep,Accum Dep,Extend #7 NBV,Year of Extend #7 NBV,Estimate NBV FY'24,Cost,Acc Dep,check:
MBP-034,,,,,,,,,,,1209,2223,,750ML QUANTUM TRIGGER,,2,,PET,"37,0",98,MAG,BLOW,BLOW-BOTTLE,BOTTLE,C: PET Bottle,2006,Other,HABITAT,2007,,,,,R31 263,"19,0",R79 000,,R72 000,EBM B-2,R42 000,R98 000,R140 000,"19,6","20,0",,,2300,Active,Bowler,,,,,BOWLER,2007,,"R12 000,00","DR DD 22/01/2007 - MOULD MODIFICATION DUE TO VOLUME DONE BY HABITAT - INVOICE DD 19/07/2013 - R12 000,00 - DISCONTINUED",,,,S,,2006/10/16,,,,,,,,,3 104 625,1 552 313,2015/08/03,2015,2006/10/16,Risk of more shots,"16,7","7,8",197 764,16 480,3 293 179,"-16,7","0,0",,,,,,,,,,BowAct_O,R31 263,R2 500,2006,7,2013,5,-R20 545,R10 718,2011,5,10,2016,3,-R4 931,R5 787,2014,5,13,2019,3,-R1 972,R3 815,2017,5,16,2022,3,-R789,R3 026,2020,5,19,2025,3,-R316,R2 710,2023,5,22,2028,2,-R84,R2 626,2025,,,,,,,,,,,,,,,R2 626,R31 263,-R28 637,
MBP-035,,,,,,,,,,,1218,,,2LT QB AMBER,,6,,PET,"50,0",720,B/MAX,BLOW,BLOW-BOTTLE,BOTTLE,C: PET Bottle,2015,Other,HABITAT,2008,,,,,R100 559,"10,0",R163 800,,R163 800,X,R0,R0,R0,"10,9",,,,2300,Dormant,Bowler,,,,,BOWLER,2008,,,DR DD 27/09/2008,,QB,,C,QB,2015/06/30,,,,,,,,,0,0,,,2015/06/30,,"0,0","0,0",-,-,-,"0,0","0,0",,,,,,,,,,BowDor_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBP-036,,,M2-00019,2178,,,,,,,1220,,,300ML BOSTON ROUND - 24/410,,3,,PET,"25,0",268,MB50,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2006,Other,NISSEI,2006,,,R185 362,,,"19,0",R62 000,,R56 000,X,R0,R0,R0,"19,5","20,0",,,2300,Active,Bowler,,,,,BOWLER,2006,,,DR DD 03/04/2006,,,,S,,2006/11/16,,,,,,,,,2 197 419,732 473,2015/10/09,2015,2006/11/16,Risk of more shots,"16,6","7,7",95 551,7 963,1 583 011,"-16,6","0,0",,,,,2006/11/01,"0,0",2006,R185 362,R0,FARAct_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
MBP-038,,,,,,,,,,,1285,,,500ML QB,,4,,PET,,,B/MAX,BLOW,BLOW-BOTTLE,BOTTLE,C: PET Bottle,2008,Other,HABITAT,2008,,,,,R47 120,"17,0",R108 000,,R108 000,X,R0,R0,R0,"17,8",,,,2300,Dormant,Bowler,,,,,BOWLER,2008,,,DR DD 07/08/2008,,QB,,C,QB,2008/08/07,,,,,,,,,0,0,,,2008/08/07,,"0,0","0,0",-,-,-,"0,0","0,0",,,,,,,,,,BowDor_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBP-039,,,,,,,,,,,1334,,,500ML SPORT BOT - NO LOGO,,2,,PET,"20,0",2 835,PF6,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2010,Other,,2009,,,,,R47 380,"15,0",R98 500,,R88 000,X,R0,R0,R0,"15,9",,,,2300,Dormant,Bowler,,,,,BOWLER,2009,,,DR DD 18/02/2009,,WOOLWORTHS,,S,WOOLWORTHS,2010/06/30,LES LIST,22/02/2019,,,,,,,871248,435624,2015/08/07,2015,2010/06/30,,"12,9","7,8",55 576,4 631,719 442,"-12,9","0,0",,,,,,,,,,BowDor_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBP-040,,,,4462,,,,,,,1336,,,100ML TISSUE OIL - MBP-040/A - CHAMPAGNE BASE,,4,M1002P/M1113P,PET,"13,5",660,MB50,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2009,Other,HABITAT,2009,,,,,R33 213,"16,0",R72 500,,R65 000,X,R0,R0,R0,"16,9","17,0",,,2300,Active,Bowler,2,,,,BOWLER,2009,,,DR DD 17/02/2009,,,,S,,2009/06/30,LES LIST,,,,,,,,28 979 217,7 244 804,2015/08/14,2015,2009/06/30,Risk of more shots,"13,9","7,8",926 543,77 212,12 920 831,"-13,9","0,0",,,,,,,,,,BowAct_O,R33 213,R2 500,2009,7,2016,5,-R21 938,R11 275,2014,5,10,2019,3,-R5 265,R6 010,2017,5,13,2022,3,-R2 106,R3 904,2020,5,16,2025,3,-R842,R3 062,2023,5,19,2028,2,-R225,R2 837,2025,,,,,,,,,,,,,,,,,,,,,,R2 837,R33 213,-R30 376,
MBP-042,,,,,,,,,,,1341,,,750ML SPORT BOT - NO LOGO,,2,,PET,"29,0",1 920,PF6,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2015,Other,,2009,,,,,R60 470,"10,0",R98 500,,R88 000,X,R0,R0,R0,"10,8",,,,2300,Dormant,Bowler,,,,,BOWLER,2009,,,DR DD 18/02/2009,,WOOLWORTHS,,S,WOOLWORTHS,2015/08/04,,10/05/2019,,,,,,,1074776,537388,2015/08/04,2015,2015/08/04,,"7,8","7,8",68 487,5 707,537 388,"-7,8","0,0",,,,,,,,,,BowDor_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBP-043,,,M2-00027,4463,,,,,,,1344,,,500ML BOSTON ROUND - 24/410,,3,,PET,"32,0",144,MB50,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2009,Other,HABITAT,2008,,,R277 012,,,"16,0",R62 000,,R56 000,X,R0,R0,R0,"17,1","20,0",,,2300,Active,Bowler,,,,,BOWLER,2008,,,DR DD 20/06/2008,,,,S,,2009/03/29,,,,,,,,,979 622,326 541,2016/05/10,2016,2009/03/29,,"14,2","7,1",46 125,3 844,654 978,"-14,2","0,0",,,,,2008/11/01,"-0,4",2008,R277 012,R0,FARAct_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBP-045,,,,,,,,,,,1442,,,1L PET,,2,,PET,"50,0",1 638,MAG,BLOW,BLOW-BOTTLE,BOTTLE,C: PET Bottle,2015,Other,HABITAT,,,,,,R48 499,"10,0",R79 000,,R72 000,X,R0,R0,R0,"10,9",,,,2300,Dormant,Bowler,,,,,BOWLER,,,,,,,,,,2015/06/30,,27/06/2016,,,,,,,337209,"168604,5",2015/08/05,2015,2015/08/05,,"7,8","7,8",21 495,1 791,168 605,"-7,8","0,0",,,,,,,,,,BowDor_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBP-047,,,M2-00064,,,,,,,,1869,,,"1,5LT SPARKLING",,3,,PET,"42,0",936,B/MAX,BLOW,BLOW-BOTTLE,BOTTLE,C: PET Bottle,2015,Other,HABITAT,2015,,,R146 000,,,"10,0",R237 819,,R93 600,X,R0,R0,R0,"11,2","15,0",,,2300,Dormant,Bowler,,,,,BOWLER,2015,"R180 000,00",,MOULD ORDER DD 23/04/2015 - COST TO BOWLER - SUPPLY AGREE WITH WW 4 MIL/3YR - ACHIEVED,,CHAMONIX,,S,CHAMONIX,2015/03/03,,28/11/2022,,,,,,,17 826 500,5 942 167,2015/08/04,2015,2015/08/04,Risk of more shots,"7,8","7,8",757 294,63 108,5 942 167,"-7,8","0,0",,,,,2015/10/01,"0,6",2015,R146 000,R0,FARDor_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBP-048,,,,4464,,,,,,,1505,,,250ML HANDWASH,,3,,PET,"25,0",268,MB50,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2010,Other,HABITAT,2010,,,,,R29 823,"15,0",R62 000,,R56 000,X,R0,R0,R0,"15,9","17,0",,,2300,Active,Bowler,,,,,BOWLER,2010,,,DR DD 28/06/2010,,,,S,,2010/06/28,,,,,,,,,1 616 957,538 986,2015/08/07,2015,2010/06/28,Risk of more shots,"13,0","7,8",68 763,5 730,890 523,"-13,0","0,0",,,,,,,,,,BowAct_O,R29 823,R2 500,2010,7,2017,5,-R19 516,R10 307,2015,5,10,2020,3,-R4 684,R5 623,2018,5,13,2023,3,-R1 874,R3 749,2021,5,16,2026,3,-R749,R3 000,2024,5,19,2029,1,-R100,R2 900,2025,,,,,,,,,,,,,,,,,,,,,,R2 900,R29 823,-R26 923,
MBP-049,,,,2196,,,,,,,1547,,,400ML PROJECT WU,,3,,PET,"29,0",200,MB50,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2010,Other,HABITAT,2011,,,,,R29 823,"15,0",R62 000,,R56 000,X,R0,R0,R0,"15,5","17,0",,,2300,Active,Bowler,,,,,BOWLER,2011,,,24/03/2011,,,,S,,2010/11/30,,,,,,,,,1 269 377,423 126,2015/08/06,2015,2010/11/30,Risk of more shots,"12,5","7,8",53 963,4 497,675 937,"-12,5","0,0",,,,,,,,,,BowAct_O,R29 823,R2 500,2010,7,2017,5,-R19 516,R10 307,2015,5,10,2020,3,-R4 684,R5 623,2018,5,13,2023,3,-R1 874,R3 749,2021,5,16,2026,3,-R749,R3 000,2024,5,19,2029,1,-R100,R2 900,2025,,,,,,,,,,,,,,,,,,,,,,R2 900,R29 823,-R26 923,-
MBP-050,,,,,,,,,P0750B1622BA,,1622,,,750ML TRIGGER MULTIPURPOSE (PLUSH),,2,,PET,"34,0",98,MAG,BLOW,BLOW-BOTTLE,BOTTLE,C: PET Bottle,2012,Other,HABITAT,2013,,,,R68 000,R41 895,"13,0",R79 000,,R72 000,X,R0,R0,R0,"14,3","15,0",,,2300,Dormant,Bowler,,,,,BOWLER,2013,"R68 000,00",,"MOULD MANUFACTURED BY HABITAT - R68 000,00 - INVOICE DD 08/05/2013",,PLUSH,,S,PLUSH,2012/02/16,,30/09/2022,,,,,,,2 507 378,1 253 689,2015/08/19,2015,2012/02/16,Risk of more shots,"11,3","7,8",160 617,13 385,1 816 947,"-11,3","0,0",,,,,,,,,,BowAct_O,R41 895,R2 500,2012,7,2019,5,-R28 140,R13 756,2017,5,10,2022,3,-R6 753,R7 002,2020,5,13,2025,3,-R2 701,R4 301,2023,5,16,2028,2,-R720,R3 581,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3 581,R41 895,-R38 315,
MBP-051,,,,4465,,,,,P0300C1635CA,,1635,,,300ML MART,,3,,PET,"25,0",231,MB50,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2015,Other,Winplas,2013,,,,R40 000,R38 063,"10,0",R62 000,,R56 000,X,R0,R0,R0,"10,7","15,0",,,2300,Dormant,Bowler,,,,,BOWLER,2013,"R40 000,00",,"MOULD MANU.BY BOWLER - R40 000,00 - DD 24/04/2013",,NONE,,S,CHET,2015/08/17,,26/09/2019,,,,,,,315064,"1,050,213,333",2015/08/04,2015,2015/08/04,,"7,8","7,8",13 384,1 115,105 021,"-7,8","0,0",,,,,,,,,,BowDor_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
MBP-052,,,,4466,,,,,,,1676,,,125ml  Toner Pet Bottle  - STANDARD OXY,,4,,PET,"20,0",525,MB50,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2013,Other,HABITAT,2015,,,,,R40 371,"12,0",R72 500,,R65 000,X,R0,R0,R0,"13,2","15,0",,,2300,Active,Bowler,,,,,BOWLER,2015,,,DR DD 13/03/2018,,,,S,,2013/02/26,,,,,,,,,192 599,48 150,2020/08/20,2020,2013/02/26,,"10,3","2,8",17 213,1 434,176 990,"-10,3","0,0",,,,,,,,,,BowAct_O,R40 371,R2 500,2013,7,2020,5,-R27 051,R13 320,2018,5,10,2023,3,-R6 492,R6 828,2021,5,13,2026,3,-R2 597,R4 231,2024,5,16,2029,1,-R346,R3 885,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3 885,R40 371,-R36 486,
MBP-053,,,M2-00041,,,,,,P0300E1691BB,,1691,,,300ML PLUSH,,5,,PET,"29,0",234,AOKI,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2015,Other,HABITAT,2013,,,R41 650,,,"10,0",R67 843,,,X,R0,R0,R0,"10,8","15,0",,,2300,Active,Bowler,,,,,BOWLER,2013,,,DR DD 26/09/2013 - MOULD ORDER DD 21/10/2013 AT COST OF R65 000 - 900 000/3YR,,PLUSH,,C,PLUSH,2015/08/11,,,,,,,,,3 925 888,785 178,2015/09/01,2015,2015/09/01,Risk of more shots,"7,8","7,8",101 054,8 421,785 178,"-7,8","0,0",,,,,2014/06/01,"-1,2",2014,R41 650,R0,FARAct_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBP-054,,,,4467,,,,,P0125D1692BA,,1692,,,125ML PLUSH,,4,,PET,"20,0",474,MB50,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2015,Other,HABITAT,2013,,,,R40 000,R44 509,"10,0",R72 500,,R65 000,X,R0,R0,R0,"10,7","15,0",,,2300,Active,Bowler,,,,,BOWLER,2013,"R40 000,00",,"MOULD ORDER DD 16/10/2013 - COST R40 000,00 - 450 000/3YR  - MOULD MOD DD 12/02/2018 - BOWLER EXPENSE - CONVERT FROM 24/415 TO 24/410 PET NECK",,PLUSH,,C,PLUSH,2015/08/18,,,,,,,,,325 135,81 284,2015/10/16,2015,2015/10/16,Risk of more shots,"7,6","7,6",10 630,886,81 284,"-7,6","0,0",,,,,,,,,,BowAct_O,R44 509,R2 500,2015,7,2022,5,-R30 006,R14 502,2020,5,10,2025,3,-R7 201,R7 301,2023,5,13,2028,2,-R1 920,R5 381,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R5 381,R44 509,-R39 128,
MBP-055,,,M2-00047,,,,,,,,1693,,,750ML ELSO LOGO,,2,,PET,"34,0",88,MAG,BLOW,BLOW-BOTTLE,BOTTLE,C: PET Bottle,2014,Other,HABITAT,2013,,,R9 800,,,"11,0",R79 000,,R72 000,X,R0,R0,R0,"12,0","25,0",,,2300,Dormant,Bowler,,,,,BOWLER,2013,"R10 000,00",,"HABITAT MANUFACTURED 1 X BLANK SHELL - INVOICE DD 19/07/2013 R10 000,00",,,,S,,2014/06/01,,,,,,,,,4 071 744,2 035 872,2015/08/21,2015,2014/06/01,Risk of more shots,"9,0","7,8",261 009,21 751,2 354 804,"-9,0","0,0",,,,,2014/06/01,"0,0",2014,R9 800,R0,FARAct_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBP-056,,,M2-00039,,,,,,P0400B1711BA,,1711,1718,,400ML ELSO LOGO (NO LOGO USED AS STANDARD),,2,,PET,"29,0",182,MAG,BLOW,BLOW-BOTTLE,BOTTLE,C: PET Bottle,2013,Other,HABITAT,2013,,,R60 760,,,"12,0",R79 000,,R72 000,X,R0,R0,R0,"12,8","15,0",,,2300,Active,Bowler,,,,,BOWLER,2013,"R62 000,00",,"MANUFACTURED BY HABITAT - TAX INVOICE DD 02/09/2013 R62 000,00 - 2 X SHELLS & 1 X BLANK SHELL",,,,S,,2013/08/07,,,,,,,,,1 761 220,880 610,2015/08/14,2015,2013/08/07,Risk of more shots,"9,8","7,8",112 622,9 385,1 108 013,"-9,8","0,0",,,,,2014/06/01,"0,8",2014,R60 760,R0,FARAct_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBP-061,,,M2-00053,4478,,,,,P0100C1738BA,,1738,,,100ML JUSTINE TISSUE OIL,,4,,PET,"13,5",128,MB50,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2013,Other,HABITAT,2014,NO,100%,R29 890,,,"12,0",R72 500,,R65 000,X,R0,R0,R0,"12,6","15,0",,,2300,Active,Bowler,,,,,BOWLER,2014,"R45 000,00",,"MOULD ORDER DD 18/06/2014 - COST TO BOWLER R45 000,00 - 600 000 UNIT/3 YEAR SUPPLY AGREEMENT - EXCLUSIVE TO LE SEL",,AVON JUSTINE,,C,AVON JUSTINE,2013/10/25,,,,,,,,,4 440 234,1 110 059,2015/10/14,2015,2013/10/25,Risk of more shots,"9,6","7,7",145 067,12 089,1 395 821,"-9,6","0,0",,,,,2015/03/01,"1,3",2015,R29 890,R0,FARAct_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBP-062,,,M2-00054,4479,,,,,P0200C1739BA,,1739,,,200ml Justine Tissue Oil PET Bottle,,3,,PET,"25,0",72,MB50,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2013,Other,HABITAT,2014,NO,100%,R29 890,,,"12,0",R62 000,,R56 000,X,R0,R0,R0,"12,6","15,0",,,2300,Active,Bowler,,,,,BOWLER,2014,"R45 000,00",,"MOULD ORDER DD 18/06/2014 - COST TO BOWLER R45 000,00 - 200 000 UNITS/3 YEAR SUPPLY AGREEMENT - EXCLUSIVE TO LE SEL",,AVON JUSTINE,,C,AVON JUSTINE,2013/10/25,,,,,,,,,3 541 472,1 180 491,2015/10/14,2015,2013/10/25,Risk of more shots,"9,6","7,7",154 271,12 856,1 484 384,"-9,6","0,0",,,,,2015/03/01,"1,3",2015,R29 890,R0,FARAct_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBP-063,,,,4468,,,,,P0300C1746CA,,1746,,,300ML BRUNICE,,3,,PET,"25,0",210,MB50,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2013,Other,HABITAT,2013,,,,R34 600,R34 524,"12,0",R62 000,,R56 000,X,R0,R0,R0,"12,5","15,0",,,2300,Active,Bowler,,,,,BOWLER,2013,"R34 600,00",,"MOULD ORDER DD 17/12/2013 - FOR LESEL - CUSTOMER INVOICED DD 06/02/2014 R34 600,00",,,,S,,2013/11/22,,,,,,,,,153 392,51 131,2016/04/20,2016,2013/11/22,,"9,5","7,1",7 167,597,68 410,"-9,5","0,0",,,,,,,,,,BowAct_O,R34 524,R2 500,2013,7,2020,5,-R22 874,R11 650,2018,5,10,2023,3,-R5 490,R6 160,2021,5,13,2026,3,-R2 196,R3 964,2024,5,16,2029,1,-R293,R3 671,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3 671,R34 524,-R30 853,
MBP-066,,,,4469,,,,,P0050D1765BA,,1765,,,50ML BOSTON ROUND - 28 MM,,4,,PET,"13,5",600,MB50,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2014,Other,HABITAT,2014,,,,R35 500,R42 389,"11,0",R72 500,,R65 000,X,R0,R0,R0,"12,3","15,0",,,2300,Active,Bowler,,,,,BOWLER,2014,"R35 500,00",,"MANUFACTURED BY HABITAT - ORDERED PLACED 14/02/2014 - 03/03/2014 R35 500,00",,,,S,BARRS,2014/01/31,,,,,,,,,5 105 834,1 276 459,2016/05/10,2016,2014/01/31,,"9,4","7,1",180 305,15 025,1 686 467,"-9,4","0,0",,,,,,,,,,BowAct_O,R42 389,R2 500,2014,7,2021,5,-R28 492,R13 897,2019,5,10,2024,3,-R6 838,R7 059,2022,5,13,2027,3,-R2 735,R4 324,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R4 324,R42 389,-R38 066,
MBP-067,,,,4470,,,,,P0200C1766BA,,1766,,,200ML BOSTON ROUND - 28MM,,3,,PET,"23,0",356,MB50,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2014,Other,HABITAT,2014,,,,R30 500,R36 250,"11,0",R62 000,,R56 000,X,R0,R0,R0,"12,3","15,0",,,2300,Active,Bowler,,,,,BOWLER,2014,"R30 500,00",,"MOULD MANUFACTURED BY HABITAT - R30 500,00 - ORDER PLACED 11/03/2014",,,,S,BARRS,2014/02/03,,,,,,,,,3 852 112,1 284 037,2016/02/15,2016,2014/02/03,,"9,3","7,3",175 599,14 633,1 641 008,"-9,3","0,0",,,,,,,,,,BowAct_O,R36 250,R2 500,2014,7,2021,5,-R24 107,R12 143,2019,5,10,2024,3,-R5 786,R6 357,2022,5,13,2027,3,-R2 314,R4 043,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R4 043,R36 250,-R32 207,
MBP-068,,,,4471,,,,,P0350C1776BA,,1776,,,350ML REPUBLIC,,2,,PET,"25,0",218,MB50,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2015,Other,HABITAT,2014,,,,R30 500,R33 151,"10,0",R54 000,,R48 000,X,R0,R0,R0,"10,5","15,0",,,2300,Dormant,Bowler,,,,,BOWLER,2014,"R30 500,00",,MOULD ORDER DD 23/4/2014 - HABITAT - FOR EXCLUSIVE USE TO LESEL FOR 3 YRS/200 000 BOTTLES - NOT ACHIEVED - NOW STD BUT EMBLEM NEEDS TO BE REMOVED,,,,C,,2015/11/17,,14/12/2016,,,,,,,16244,8122,2016/01/25,2016,2015/11/17,,"7,6","7,4",1 102,92,8 330,"-7,6","0,0",,,,,,,,,,BowDor_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBP-071,,,,4481,,,,,P0160D1825CA,,1825,,,160ML KALAHARI,,3,,PET,"23,0",457,MB50,INJBLOW,INJBLOW-BOTTLE,BOTTLE,C: PET Bottle,2014,Other,HABITAT,2014,,,,R45 000,R36 250,"11,0",R62 000,,R56 000,X,R0,R0,R0,"11,8","15,0",,,2300,Active,Customer,,,,,KALAHARI,2014,"R45 000,00",,"MOULD ORDER DD 04/08/2014 - R45 000,00 - PAID BY CUSTOMER",,KALAHARI,,C,KALAHARI,2014/07/14,,18/10/2022,,,,,,,219 357,73 119,2016/05/31,2016,2014/07/14,,"8,9","7,0",10 413,868,92 718,"-8,9","0,0",,,,,,,,,,CustAct_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBP-073,,,M2-00008,,,,,,P0500B1063CB,,1063,,,500ML SAVLON,,2,,PET,"29,0",130,MAG,BLOW,BLOW-BOTTLE,BOTTLE,C: PET Bottle,2003,Other,HABITAT,,,,R1 007 658,,,"22,0",R79 000,,R72 000,X,R0,R0,R0,"23,0",,,,Destroy,Destroy,Customer,,,,,JAJ,,,"R50 000,00",REPLACEMENT MOULD DD 12/04/2013 - DESTROYED,,JAJ,,C,JAJ,2003/06/01,,30/04/2020,,,,,,,7046813,"3523406,5",2015/08/06,2015,2003/06/01,,"20,0","7,8",449 351,37 446,9 000 568,"-20,0","0,0",,,,,2003/06/01,"0,0",2003,R1 007 658,R0,FARCustDor_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBP-074,,,M2-00009,,,,,,P0750B1064CC,,1065,,,750ML SAVLON,,2,,PET,"37,0",91,MAG,BLOW,BLOW-BOTTLE,BOTTLE,C: PET Bottle,2003,Other,HABITAT,,,,R769 339,,,"22,0",R79 000,,R72 000,X,R0,R0,R0,"23,0",,,,Destroy,Destroy,Customer,,,,,JAJ,,,,DESTROYED,,JAJ,,C,JAJ,2003/06/01,,28/07/2020,,,,,,,4169958,2084979,2015/08/25,2015,2003/06/01,,"20,0","7,8",267 681,22 307,5 361 689,"-20,0","0,0",,,,,2003/06/01,"0,0",2003,R769 339,R0,FARCustDor_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
